"temp","alphas","xmins","ks_stats","naccept"
"1",0.5,1.57903168650006,0.00211812616582499,0.0448456050690422,339731
"2",0.525,1.57364247155824,0.0041846813979768,0.0416700767390945,290389
"3",0.55,1.51134980598818,0.000119105846203448,0.038261822423242,249837
"4",0.575,1.59453974485691,0.000876888027095296,0.0325215706072128,214119
"5",0.6,1.56264492938587,0.0022555837485026,0.036939190197016,180733
"6",0.625,1.53956243134654,0.000573267822615163,0.0199447511945151,155031
"7",0.65,1.58234527337453,0.000479506793949453,0.0218658665417966,131704
"8",0.675,1.53956542225877,0.00117720635213009,0.0210217118413569,111946
"9",0.7,1.5722138500507,0.000353077926964808,0.0204385283839654,93897
"10",0.725,1.53835197407412,0.000541312051024926,0.0174721333571322,79346
"11",0.75,1.53422828448978,0.000488602036452438,0.0138645938877111,67094
"12",0.775,1.54422393175117,0.000418050263808952,0.0150323631326538,56904
"13",0.8,1.55401520327417,0.000289357204270071,0.0107908748195855,48469
"14",0.825,1.5347590648573,0.000480535439194447,0.0114381139672788,41349
"15",0.85,1.57013046584799,0.000196181949973735,0.0169697939435505,35035
"16",0.875,1.55940556673144,0.000283709928363402,0.0123988316821142,30227
"17",0.9,1.55972767831092,0.00044824144007104,0.0153218067747816,25410
"18",0.925,1.54618432504104,0.000484150708718417,0.014257579222721,21585
"19",0.95,1.54584091893667,0.000413955007472801,0.0131004701291328,18351
"20",0.975,1.55476488891705,0.000394644776238992,0.0133579848161003,15742
"21",1,1.55207524563086,0.000376103622190611,0.0147008019908106,13629
"22",1.025,1.54683727674355,0.000474007692357769,0.0151105917441214,11353
"23",1.05,1.55261210268165,0.000492676403710619,0.0158466489532764,9989
"24",1.075,1.54562342817076,0.000650622661061673,0.0184510958022536,8451
"25",1.1,1.54234673304516,0.000923071582564705,0.0231323348097281,6900
"26",1.125,1.542778947677,0.00120391612221891,0.0253955899361644,5917
"27",1.15,1.54604476361653,0.00111908051326242,0.0265090015986639,5440
"28",1.175,1.54495269972661,0.00166068990107263,0.0315042598173841,4769
"29",1.2,1.54693575871622,0.00339564568553815,0.0404352442372995,3926
"30",1.225,1.54801741906841,0.00332371387658723,0.0436384154043665,3717
"31",1.25,1.55852141396657,0.0054444043470529,0.0553259094354733,2826
"32",1.275,1.55908698669301,0.00532458185706492,0.0556439433092557,2361
"33",1.3,1.56022365818991,0.00618125001504184,0.0567642011011583,2364
"34",1.325,1.57506332608484,0.0118742141442645,0.0727780275423902,1965
"35",1.35,1.57466017438082,0.00799897707334073,0.0684931962170723,1817
"36",1.375,1.56530590582432,0.0102146041289972,0.0776335319533012,1601
"37",1.4,1.58502884871268,0.0150075130428468,0.0957512586091714,1306
"38",1.425,1.60580223793918,0.0267570016251755,0.100873919661172,1273
"39",1.45,1.62990279198021,0.0348727513735117,0.116052121353545,1066
"40",1.475,1.63972088234744,0.0371030377931191,0.11886376982652,987
"41",1.5,1.62171182808517,0.0209644947257506,0.107531660581665,847
"42",1.525,22.1218759040144,0.91842609571793,0.116516091179697,816
"43",1.55,1.68575268973804,0.0475391507629563,0.131964242395409,649
"44",1.575,1.69923060264921,0.0532019426740113,0.13737940843184,689
"45",1.6,16.1609650209964,0.74655150137444,0.0819177742755668,607
"46",1.625,1.84033140048775,0.126995067726194,0.180351379673947,566
"47",1.65,5.05984220512701,0.610188575642581,0.162310517704637,563
"48",1.675,21.7566622263607,0.854242973193242,0.13010370801338,484
"49",1.7,18.2865639130662,0.93484127100961,0.159487732368054,493
"50",1.725,16.2492428870978,0.831950812999861,0.133873198739331,438
"51",1.75,8.73138855174734,0.730378041301273,0.118473538660316,432
"52",1.775,49.7517162426499,0.887432529344098,0.0916972309683308,386
"53",1.8,3.85401461432945,0.561093461185168,0.187658392956007,403
"54",1.825,108.205602639634,1.03262699883468,0.107583918988794,394
"55",1.85,11.1131087298324,0.854007644708373,0.19122805828217,395
"56",1.875,22.4961026962477,0.94089398600961,0.168987574672799,393
"57",1.9,27.0476486269831,0.972130075417624,0.0860897737023587,367
"58",1.925,9.2746953929206,0.903455005196352,0.191074658358644,406
"59",1.95,33.5156083262144,0.914164369958953,0.164138240323044,369
"60",1.975,9.80238202882969,0.786362446516341,0.139489255088818,328
"61",2,19.1986817564579,0.820009528441251,0.128875801554163,337
